Einzelplan;Kapitel;Titel;Titelgruppe;Funktion;Titel-Text;Soll 2026;;Titel;Seitenzahl
11;7;42709;0;313;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;100;;120388201;51
11;7;54406;0;253;Fachkräfte-Offensive                                                                                                                                                                                    ;672;;120342729;52
11;7;54501;0;313;Konferenzen, Tagungen, Messen und Ausstellungen                                                                                                                                                         ;3360;;120354421;52
11;7;63201;0;164;Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)                                                                 ;7441;;120354721;52
11;7;68401;0;313;"Initiative ""Neue Qualität der Arbeit""                                                                                                                                                                   ";1900;;120381221;52
11;7;68402;0;253;Förderung innovativer Maßnahmen zur Gestaltung der Arbeitswelt im Wandel, zur Arbeitskräftesicherung und Weiterbildung                                                                                  ;3350;;120411999;54
11;7;68403;0;165;Gestaltung des Wandels in Arbeitswelt und Sozialstaat                                                                                                                                                   ;460;;120428101;54
11;7;68404;0;165;Arbeitsweltberichterstattung                                                                                                                                                                            ;0;;120438103;54
11;7;68405;0;680;Maßnahmen zur Förderung der Produktsicherheit und von Sicherheit und Gesundheit bei der Arbeit                                                                                                          ;461;;120453101;54
11;7;68406;0;313;Zuschüsse zu den Kosten der Kommission Arbeitsschutz und Normung in der EU                                                                                                                              ;1552;;120453102;54
11;7;68407;0;313;Gemeinsame Deutsche Arbeitsschutzstrategie - GDA                                                                                                                                                        ;308;;120454601;54
11;7;68408;0;313;Förderung von Maßnahmen zur Stärkung der gesellschaftlichen Verantwortung von Unternehmen (CSR-Maßnahmen)                                                                                               ;2099;;120463301;55
11;7;68411;0;165;Denkfabrik Digitale Arbeitsgesellschaft                                                                                                                                                                 ;3000;;120468201;55
11;7;68501;0;253;Work-and-Stay-Agentur                                                                                                                                                                                   ;25000;;120468601;55
11;7;88201;0;164;Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)                                                                 ;644;;120468602;55
11;7;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;120468603;56
11;10;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;0;;120468606;56
11;10;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;120489101;56
11;10;63206;0;282;Leistungen aufgrund rechtlicher Verpflichtungen des Bundes für Fürsorgezwecke                                                                                                                           ;100;;120489202;56
11;10;63207;0;287;Erstattung des Bundes nach § 18 Absatz 3 AsylbLG                                                                                                                                                        ;0;;120498101;56
11;10;63601;0;45;Kosten der Durchführung des Arbeitssicherstellungsgesetzes                                                                                                                                              ;358;;120498103;57
11;10;63602;0;235;Kostenerstattung für das Sozialwerk MachMit! an die DRV Knappschaft-Bahn-See                                                                                                                            ;290;;120454411;57
11;10;63603;0;229;Energiepreispauschale - Aufwendungen des Bundes nach § 6 Abs. 1 RentEPPG und § 1 Abs. 4 VEPPGewG                                                                                                        ;0;;120468611;57
11;10;68101;0;313;Kosten der Heimschaffung von Besatzungsmitgliedern deutscher Seeschiffe                                                                                                                                 ;0;;120468612;57
11;10;68302;0;253;Förderung zur Sicherung der maritimen Kompetenzen der Beschäftigten in deutschen Seehäfen in der digitalen Transformation                                                                               ;0;;120468613;58
11;10;68401;0;165;Pflegekommission nach dem Arbeitnehmer-Entsendegesetz, flankierende Forschung, Forschung nach dem Mindestlohngesetz, statistische Auswertungen im Arbeitsrecht                                          ;150;;120489411;58
11;10;68402;0;290;Zuwendungen für zentrale Einrichtungen, überregionale Maßnahmen und Modellvorhaben für besondere gesellschaftliche Gruppen                                                                              ;247;;120454422;58
11;10;68403;0;290;Leistungsanspruch der Sozialeinrichtungen in inländischen Häfen nach § 119 Abs. 4 SeeArbG                                                                                                               ;1500;;120468621;59
11;10;68409;0;313;Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs                                                                                             ;29;;120489203;59
11;10;68501;0;290;Beteiligung des Bundes an der Stiftung Anerkennung und Hilfe                                                                                                                                            ;0;;120489403;59
11;10;68502;0;290;Zuweisung des Bundes zur Errichtung eines Fonds zur Abmilderung von Härtefällen in der Rentenüberleitung sowie für Spätaussiedler und jüdische Zuwanderer                                               ;0;;120489201;59
11;10;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;120511101;61
11;11;11957;57;18;Vermischte Einnahmen                                                                                                                                                                                    ;40;;120511999;61
11;11;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;0;;120512101;61
11;11;23257;57;18;Beteiligung an den Versorgungslasten des Bundes                                                                                                                                                         ;30;;120516102;61
11;11;28209;0;11;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen                                                                                                                             ;0;;120518201;61
11;11;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;120528101;61
11;11;38107;0;890;Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                       ;0;;120533201;61
11;11;42401;0;11;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;3200;;120534101;62
11;11;43157;57;18;Versorgungsbezüge der Bundesministerinnen und Bundesminister, Parlamentarischen Staatssekretärinnen und Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen                                 ;698;;120538103;62
11;11;43257;57;18;Versorgungsbezüge                                                                                                                                                                                       ;44575;;120553204;62
11;11;43457;57;18;Zuführung an die Versorgungsrücklage                                                                                                                                                                    ;2023;;120554401;62
11;11;44101;0;840;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;6175;;120567101;63
11;11;44301;0;840;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;866;;120567102;63
11;11;44357;57;18;Fürsorgeleistungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften                                                                                                                  ;6;;120568201;63
11;11;44657;57;18;Beihilfen aufgrund der Beihilfevorschriften                                                                                                                                                             ;4067;;120568203;63
11;11;45202;0;223;Unfallversicherung Bund und Bahn                                                                                                                                                                        ;190;;120568301;63
11;11;45357;57;18;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;0;;120568501;63
11;11;52601;0;11;Gerichts- und ähnliche Kosten                                                                                                                                                                           ;451;;120568603;64
11;11;52602;0;11;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen                                                                                                                     ;1559;;120568604;64
11;11;52703;0;11;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen                                                    ;264;;120568605;64
11;11;52901;0;11;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen                                                                                                                            ;69;;120568701;64
11;11;54201;0;13;Öffentlichkeitsarbeit                                                                                                                                                                                   ;11040;;120583102;65
11;11;54301;0;11;Veröffentlichungen und Fachinformationen                                                                                                                                                                ;1892;;120589101;65
11;11;54501;0;11;Konferenzen, Tagungen, Messen und Ausstellungen                                                                                                                                                         ;694;;120589201;65
11;11;54709;0;11;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden                                                                                          ;0;;120589301;66
11;11;63257;57;18;Erstattungen des Bundes für Versorgungslasten                                                                                                                                                           ;2910;;120589601;66
11;11;63403;0;11;Zuweisungen an den Versorgungsfonds                                                                                                                                                                     ;32200;;120589602;66
11;11;97201;0;880;Globale Minderausgabe Grundrente und GMA                                                                                                                                                                ;-167895;;120598103;67
11;11;98103;0;890;Verrechnungsausgaben gemäß §%61%BHO außerhalb der Tit.%981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;120583112;67
11;11;98107;0;890;Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben                                                                                                                        ;0;;120586111;67
11;12;11999;0;11;Vermischte Einnahmen                                                                                                                                                                                    ;30;;120611999;69
11;12;13201;0;11;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;0;;120654401;69
11;12;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;120688202;69
11;12;41201;0;11;Kosten der Tätigkeit der Bundeswahlbeauftragten oder des Bundeswahlbeauftragten für die Durchführung der Wahlen zu den Organen der Sozialversicherungsträger                                            ;55;;120689101;7
11;12;41211;1;11;Aufwandsentschädigung für die Beauftragte oder den Beauftragten der Bundesregierung für die Belange behinderter Menschen                                                                                ;0;;121011999;72
11;12;42101;0;11;Bezüge der Bundesministerin und der Parlamentarischen Staatssekretärinnen                                                                                                                               ;515;;121015301;72
11;12;42201;0;11;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;87043;;121017301;72
11;12;42202;0;11;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;121018201;72
11;12;42251;55;11;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;444;;121023201;72
11;12;42709;0;11;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;11905;;121027202;72
11;12;42719;1;11;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;69;;121027203;73
11;12;42801;0;11;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;32173;;121028101;73
11;12;42851;55;11;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;162;;121053206;73
11;12;45301;0;11;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;300;;121053208;73
11;12;51101;0;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;3374;;121053214;74
11;12;51111;1;11;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;12;;121053216;74
11;12;51401;0;11;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.                                                                                                                                                       ;192;;121053217;74
11;12;51411;1;11;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.                                                                                                                                                       ;18;;121053219;75
11;12;51701;0;11;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;17103;;121054602;75
11;12;51801;0;11;Mieten und Pachten                                                                                                                                                                                      ;610;;121063303;75
11;12;51802;0;11;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;22302;;121063304;76
11;12;51811;1;11;Mieten und Pachten                                                                                                                                                                                      ;5;;121063601;76
11;12;51901;0;11;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;86;;121067102;76
11;12;52501;0;11;Aus- und Fortbildung                                                                                                                                                                                    ;2069;;121067601;76
11;12;52701;0;11;Dienstreisen                                                                                                                                                                                            ;1923;;121068203;76
11;12;52711;1;11;Dienstreisen                                                                                                                                                                                            ;79;;121068303;77
11;12;53201;0;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;5601;;121068401;77
11;12;53251;55;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;1616;;121068603;77
11;12;53999;0;11;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;912;;121068605;77
11;12;54401;0;165;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;12906;;121068607;78
11;12;54711;1;11;Nicht aufteilbare sächliche Verwaltungsausgaben                                                                                                                                                         ;257;;121068608;78
11;12;71101;0;11;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;450;;121068611;78
11;12;71201;0;11;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall                                                                                                                                                     ;0;;121068612;78
11;12;81101;0;11;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;121068702;79
11;12;81111;1;11;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;121088301;81
11;12;81201;0;11;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;1265;;121089202;81
11;12;81202;0;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;8601;;121089206;81
11;12;81252;55;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;629;;121089401;81
11;12;98101;0;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                             ;0;;121089402;82
11;12;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;121097204;82
11;13;11101;0;313;Gebühren, sonstige Entgelte                                                                                                                                                                             ;1000;;121097205;82
11;13;11999;0;313;Vermischte Einnahmen                                                                                                                                                                                    ;1350;;121097206;82
11;13;12401;0;313;Einnahmen aus Vermietung, Verpachtung und Nutzung                                                                                                                                                       ;73;;121098101;82
11;13;13201;0;313;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;7;;121098103;82
11;13;28201;0;313;Förderungs- und Kostenbeiträge Dritter                                                                                                                                                                  ;0;;121068311;83
11;13;38101;0;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                            ;0;;121068312;83
11;13;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;121068313;83
11;13;41241;4;165;Aufwandsentschädigungen für den Vorsitzenden und die Mitglieder der Mindestlohnkommission                                                                                                               ;20;;121068315;84
11;13;42201;0;313;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;13496;;121068410;84
11;13;42202;0;313;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;121068613;84
11;13;42251;55;313;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;260;;121042739;85
11;13;42301;0;313;Sold, Zulagen und Zuwendungen für Zivildienstleistende                                                                                                                                                  ;0;;121054431;85
11;13;42709;0;313;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;2410;;121054731;85
11;13;42719;1;313;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;3154;;121068631;85
11;13;42739;3;313;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;240;;121081232;85
11;13;42801;0;313;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;35970;;121053141;86
11;13;45301;0;313;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;42;;121089241;86
11;13;51101;0;313;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;682;;121089242;87
11;13;51111;1;313;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;503;;121068252;88
11;13;51121;2;313;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;48;;121068253;88
11;13;51151;55;313;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;1300;;121068254;88
11;13;51421;2;313;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.                                                                                                                                                       ;77;;121068351;88
11;13;51701;0;313;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;6055;;121068352;89
11;13;51802;0;313;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;12909;;121089151;89
11;13;51841;4;165;Mieten und Pachten                                                                                                                                                                                      ;0;;121063311;9
11;13;51901;0;313;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;173;;121068610;9
11;13;52501;0;313;Aus- und Fortbildung                                                                                                                                                                                    ;952;;121074111;9
11;13;52551;55;313;Aus- und Fortbildung                                                                                                                                                                                    ;8;;121074112;9
11;13;52701;0;313;Dienstreisen                                                                                                                                                                                            ;384;;121082111;9
11;13;52731;3;313;Dienstreisen                                                                                                                                                                                            ;14;;121082112;9
11;13;53201;0;313;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;2230;;121089111;9
11;13;53222;2;313;Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)                                                                                                                                          ;3043;;121089112;9
11;13;53251;55;313;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;100;;121089113;9
11;13;53919;1;313;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;76;;121089114;9
11;13;53949;4;165;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;58;;121089211;9
11;13;53999;0;313;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;219;;121053104;91
11;13;54321;2;313;Veröffentlichungen und Fachinformationen                                                                                                                                                                ;416;;121053163;91
11;13;54401;0;313;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;5932;;121063291;91
11;13;54441;4;165;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;480;;121063302;91
11;13;54731;3;313;Nicht aufteilbare sächliche Verwaltungsausgaben                                                                                                                                                         ;187;;121068251;91
11;13;68402;0;313;Verbesserung des Gefahrenschutzes im Haushalt                                                                                                                                                           ;110;;121068304;91
11;13;68601;0;313;Beiträge an Verbände, Vereine, Gesellschaften, Organisationen und Einrichtungen                                                                                                                         ;28;;121068314;91
11;13;71101;0;313;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;1100;;121068602;91
11;13;71201;0;313;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall                                                                                                                                                     ;0;;121068661;91
11;13;81101;0;313;Erwerb von Fahrzeugen                                                                                                                                                                                   ;20;;121068662;91
11;13;81201;0;313;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;400;;121068691;91
11;13;81202;0;313;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;946;;121088291;91
11;13;81211;1;313;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;839;;121088292;91
11;13;81223;2;313;Erwerb von Exponaten, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Maschinen                                                                                                                ;1200;;121089105;91
11;13;81231;3;313;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;0;;121089162;91
11;13;81252;55;313;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;380;;121089191;91
11;13;98101;0;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                             ;0;;121089192;92
11;13;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;121089204;92
11;14;11101;0;51;Gebühren, sonstige Entgelte                                                                                                                                                                             ;1000;;121089262;92
11;14;11999;0;51;Vermischte Einnahmen                                                                                                                                                                                    ;25;;121089302;92
11;14;13201;0;51;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;0;;121089391;92
11;14;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;121128209;95
11;14;41201;0;51;Entschädigungen der ehrenamtlichen Richterinnen und Richter                                                                                                                                             ;100;;121138103;95
11;14;42201;0;51;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;9631;;121138107;95
11;14;42202;0;51;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;121111957;95
11;14;42251;55;51;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;555;;121123257;95
11;14;42709;0;51;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;263;;121152901;96
11;14;42801;0;51;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;4672;;121153101;96
11;14;42851;55;51;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;163;;121154201;96
11;14;45301;0;51;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;189;;121154709;97
11;14;51101;0;51;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;580;;121168906;97
11;14;51151;55;51;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;35;;121169701;97
11;14;51701;0;51;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;1601;;121198103;97
11;14;51802;0;51;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;2331;;121198107;97
11;14;51901;0;51;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;240;;121143157;98
11;14;53201;0;51;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;98;;121143257;98
11;14;53251;55;51;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;410;;121143457;98
11;14;53999;0;51;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;508;;121144357;98
11;14;71101;0;51;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;35;;121144657;98
11;14;71201;0;51;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall                                                                                                                                                     ;0;;121145357;98
11;14;81101;0;51;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;121163257;98
11;14;81201;0;51;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;30;;121142401;99
11;14;81202;0;51;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;205;;121144101;99
11;14;81252;55;51;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;238;;121144301;99
11;14;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;121145202;99
11;15;11101;0;51;Gebühren, sonstige Entgelte                                                                                                                                                                             ;775;;121152601;1
11;15;11999;0;51;Vermischte Einnahmen                                                                                                                                                                                    ;10;;121152602;1
11;15;12401;0;51;Einnahmen aus Vermietung, Verpachtung und Nutzung                                                                                                                                                       ;0;;121152703;1
11;15;13201;0;51;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;0;;121153201;101
11;15;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;121153203;101
11;15;41201;0;51;Entschädigungen der ehrenamtlichen Richterinnen und Richter                                                                                                                                             ;50;;121154301;101
11;15;42201;0;51;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;12326;;121154501;101
11;15;42202;0;51;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;121163403;102
